customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
c_000346,cu_001696,744065,Rio de Janeiro,RJ
c_000347,cu_003991,408721,Chapeco,SC
c_000348,cu_004723,311371,Sao Paulo,SP
c_000349,cu_004682,677839,Guarulhos,SP
c_000350,cu_001648,907997,Olinda,PE
c_000351,cu_005539,702878,Campinas,SP
c_000352,cu_001445,409471,Porto Alegre,RS
c_000353,cu_004199,380740,Campinas,SP
c_000354,cu_003923,188726,Canoas,RS
c_000355,cu_000253,701558,Sao Paulo,SP
c_000356,cu_003183,499322,Guarulhos,SP
c_000357,cu_002557,187547,Juiz de Fora,MG
c_000358,cu_005592,626994,Santos,SP
c_000359,cu_000098,499654,Guarulhos,SP
c_000360,cu_002200,629348,Guarulhos,SP
c_000361,cu_005980,990087,Guarulhos,SP
c_000362,cu_002961,466577,Guarulhos,SP
c_000363,cu_006015,754786,Sao Bernardo do Campo,SP
c_000364,cu_004973,301977,Juazeiro do Norte,CE
c_000365,cu_004433,948217,Sao Bernardo do Campo,SP
c_000366,cu_003777,487945,Nova Iguacu,RJ
c_000367,cu_002869,804595,Sao Paulo,SP
c_000368,cu_003234,584182,Sao Paulo,SP
c_000369,cu_003791,408755,Manaus,AM
c_000370,cu_000956,989047,Campinas,SP
c_000371,cu_005800,284556,Cuiaba,MT
c_000372,cu_004067,765624,Sao Paulo,SP
c_000373,cu_000160,418289,Maringa,PR
c_000374,cu_005699,486010,Duque de Caxias,RJ
c_000375,cu_006944,826076,Recife,PE
c_000376,cu_004493,291537,Uberlandia,MG
c_000377,cu_001300,462246,Niteroi,RJ
c_000378,cu_004911,131540,Santos,SP
c_000379,cu_003987,579320,Guarulhos,SP
c_000380,cu_001527,392538,Caucaia,CE
c_000381,cu_006015,446860,Campinas,SP
c_000382,cu_005511,502128,Campinas,SP
c_000383,cu_005254,540945,Curitiba,PR
c_000384,cu_001218,589177,Guarulhos,SP
c_000385,cu_004496,804298,Ananindeua,PA
c_000386,cu_004735,398444,Londrina,PR
c_000387,cu_003104,646885,Contagem,MG
c_000388,cu_002735,225093,Recife,PE
c_000389,cu_004555,713285,Sao Bernardo do Campo,SP
c_000390,cu_000954,892859,Sao Bernardo do Campo,SP
c_000391,cu_004565,186783,Rio de Janeiro,RJ
c_000392,cu_003446,376939,Guarulhos,SP
c_000393,cu_001045,132786,Curitiba,PR
c_000394,cu_006893,777679,Juazeiro do Norte,CE
c_000395,cu_001693,355594,Rio de Janeiro,RJ
c_000396,cu_006181,533660,Santos,SP
c_000397,cu_006373,409973,Cuiaba,MT
c_000398,cu_003436,678636,Niteroi,RJ
c_000399,cu_000562,773259,Duque de Caxias,RJ
c_000400,cu_002485,705466,Santos,SP
c_000401,cu_005895,265446,Caucaia,CE
c_000402,cu_003354,813273,Juiz de Fora,MG
c_000403,cu_006170,473339,Londrina,PR
c_000404,cu_000225,781132,Joinville,SC
c_000405,cu_004893,279574,Guarulhos,SP
c_000406,cu_006427,753922,Rio de Janeiro,RJ
c_000407,cu_007022,954082,Feira de Santana,BA
c_000408,cu_000959,721422,Guarulhos,SP
c_000409,cu_005600,714542,Joinville,SC
c_000410,cu_004548,360916,Belem,PA
c_000411,cu_003067,933760,Contagem,MG
c_000412,cu_000815,945564,Curitiba,PR
c_000413,cu_004754,693068,Florianopolis,SC
c_000414,cu_004642,408077,Vitoria da Conquista,BA
c_000415,cu_005311,236020,Sao Paulo,SP
c_000416,cu_003120,854611,Guarulhos,SP
c_000417,cu_000016,272631,Santos,SP
c_000418,cu_001243,190741,Pelotas,RS
c_000419,cu_002205,382478,Duque de Caxias,RJ
c_000420,cu_002524,902580,Ponta Grossa,PR
c_000421,cu_001069,345598,Santos,SP
c_000422,cu_003444,877478,Uberlandia,MG
c_000423,cu_002565,436520,Sao Paulo,SP
c_000424,cu_006242,627973,Curitiba,PR
c_000425,cu_005864,769717,Nova Iguacu,RJ
c_000426,cu_001060,976930,Sao Paulo,SP
c_000427,cu_002327,202079,Guarulhos,SP
c_000428,cu_003420,484476,Londrina,PR
c_000429,cu_006640,891452,Rio de Janeiro,RJ
c_000430,cu_000301,895182,Campinas,SP
c_000431,cu_004276,154692,Varzea Grande,MT
c_000432,cu_000606,418148,Caxias do Sul,RS
c_000433,cu_003170,498710,Santarem,PA
c_000434,cu_000699,433362,Duque de Caxias,RJ
c_000435,cu_005088,590142,Nova Iguacu,RJ
c_000436,cu_001139,670844,Recife,PE
c_000437,cu_000190,565231,Niteroi,RJ
c_000438,cu_002300,558677,Pelotas,RS
c_000439,cu_000980,126094,Santos,SP
c_000440,cu_002975,698249,Niteroi,RJ
c_000441,cu_006102,150039,Guarulhos,SP
c_000442,cu_001184,910516,Guarulhos,SP
c_000443,cu_003327,866480,Campinas,SP
c_000444,cu_003394,370650,Sao Bernardo do Campo,SP
c_000445,cu_000127,713543,Campo Grande,MS
c_000446,cu_002065,678161,Guarulhos,SP
c_000447,cu_001816,738615,Belo Horizonte,MG
c_000448,cu_005854,930034,Vitoria da Conquista,BA
c_000449,cu_006709,925719,Juiz de Fora,MG
c_000450,cu_000569,529735,Guarulhos,SP
c_000451,cu_005442,394895,Caxias do Sul,RS
c_000452,cu_001895,721180,Contagem,MG
c_000453,cu_002733,204020,Ponta Grossa,PR
c_000454,cu_003863,898859,Curitiba,PR
c_000455,cu_004721,855971,Dourados,MS
c_000456,cu_004014,914885,Contagem,MG
c_000457,cu_002901,701038,Campinas,SP
c_000458,cu_001686,238153,Uberlandia,MG
c_000459,cu_003009,472679,Sao Paulo,SP
c_000460,cu_000154,288753,Olinda,PE
c_000461,cu_002537,480945,Sao Bernardo do Campo,SP
c_000462,cu_001409,313166,Sao Bernardo do Campo,SP
c_000463,cu_004057,643985,Florianopolis,SC
c_000464,cu_000784,647447,Contagem,MG
c_000465,cu_003175,764726,Sao Bernardo do Campo,SP
c_000466,cu_004341,101672,Niteroi,RJ
c_000467,cu_005596,362348,Feira de Santana,BA
c_000468,cu_005801,112975,Campinas,SP
c_000469,cu_002806,531197,Brasilia,DF
c_000470,cu_000537,389540,Sao Bernardo do Campo,SP
c_000471,cu_005986,373618,Londrina,PR
c_000472,cu_001841,294665,Vitoria da Conquista,BA
c_000473,cu_005016,980887,Campinas,SP
c_000474,cu_002455,130098,Duque de Caxias,RJ
c_000475,cu_000524,550142,Sao Bernardo do Campo,SP
c_000476,cu_006971,691449,Porto Alegre,RS
c_000477,cu_005625,921792,Duque de Caxias,RJ
c_000478,cu_002950,936454,Uberlandia,MG
c_000479,cu_004131,793779,Guarulhos,SP
c_000480,cu_004780,388215,Sao Bernardo do Campo,SP
c_000481,cu_004115,836222,Sao Bernardo do Campo,SP
c_000482,cu_002368,408486,Santos,SP
c_000483,cu_003847,628440,Juiz de Fora,MG
c_000484,cu_006655,255218,Vitoria da Conquista,BA
c_000485,cu_004495,182422,Uberlandia,MG
c_000486,cu_002701,474823,Niteroi,RJ
c_000487,cu_000971,657834,Santarem,PA
c_000488,cu_006002,839087,Pelotas,RS
c_000489,cu_006614,569551,Manaus,AM
c_000490,cu_001166,193756,Rio de Janeiro,RJ
c_000491,cu_005211,859550,Sao Bernardo do Campo,SP
c_000492,cu_004929,405110,Campinas,SP
c_000493,cu_005919,369421,Porto Alegre,RS
c_000494,cu_002774,226747,Santos,SP
c_000495,cu_001982,426662,Sao Paulo,SP
c_000496,cu_000853,812941,Nova Iguacu,RJ
c_000497,cu_004146,987660,Contagem,MG
c_000498,cu_003736,538868,Contagem,MG
c_000499,cu_003769,831637,Sao Paulo,SP
c_000500,cu_000574,511157,Guarulhos,SP
c_000501,cu_003261,665931,Belo Horizonte,MG
c_000502,cu_001148,290310,Cuiaba,MT
c_000503,cu_006293,597951,Porto Alegre,RS
c_000504,cu_006457,340179,Manaus,AM
c_000505,cu_006713,824853,Maringa,PR
c_000506,cu_006448,729860,Uberlandia,MG
c_000507,cu_001715,255929,Sao Bernardo do Campo,SP
c_000508,cu_004777,807122,Juiz de Fora,MG
c_000509,cu_004933,495152,Uberlandia,MG
c_000510,cu_003854,114711,Belo Horizonte,MG
c_000511,cu_005173,516369,Duque de Caxias,RJ
c_000512,cu_007146,906726,Duque de Caxias,RJ
c_000513,cu_002491,906442,Sao Bernardo do Campo,SP
c_000514,cu_002660,640514,Rio de Janeiro,RJ
c_000515,cu_007136,828521,Santos,SP
c_000516,cu_006407,935147,Blumenau,SC
c_000517,cu_003124,688026,Santos,SP
c_000518,cu_005691,201349,Santos,SP
c_000519,cu_003051,839133,Rio de Janeiro,RJ
c_000520,cu_000004,624728,Contagem,MG
c_000521,cu_005222,230894,Niteroi,RJ
c_000522,cu_005315,582726,Guarulhos,SP
c_000523,cu_004869,277769,Juiz de Fora,MG
c_000524,cu_000876,798629,Guarulhos,SP
c_000525,cu_000991,886089,Manaus,AM
c_000526,cu_007027,259238,Manaus,AM
c_000527,cu_004142,709768,Rio de Janeiro,RJ
c_000528,cu_007010,671781,Campinas,SP
c_000529,cu_006966,516698,Maringa,PR
c_000530,cu_007079,915753,Santos,SP
c_000531,cu_006799,933444,Nova Iguacu,RJ
c_000532,cu_004364,204662,Sao Bernardo do Campo,SP
c_000533,cu_004465,863622,Manaus,AM
c_000534,cu_000635,717747,Guarulhos,SP
c_000535,cu_005225,443577,Belo Horizonte,MG
c_000536,cu_001693,830049,Maringa,PR
c_000537,cu_001682,196530,Rio de Janeiro,RJ
c_000538,cu_004752,767881,Santos,SP
c_000539,cu_000119,150084,Campo Grande,MS
c_000540,cu_000830,104983,Duque de Caxias,RJ
c_000541,cu_005906,198729,Contagem,MG
c_000542,cu_003675,777181,Santos,SP
c_000543,cu_005177,543462,Rio de Janeiro,RJ
c_000544,cu_006070,456794,Rio de Janeiro,RJ
c_000545,cu_001369,894413,Sao Paulo,SP
c_000546,cu_000740,680034,Sao Paulo,SP
c_000547,cu_000116,901784,Feira de Santana,BA
c_000548,cu_005949,882018,Sao Bernardo do Campo,SP
c_000549,cu_002838,120713,Sao Bernardo do Campo,SP
c_000550,cu_001150,602516,Duque de Caxias,RJ
c_000551,cu_001931,997447,Maringa,PR
c_000552,cu_001012,275961,Guarulhos,SP
c_000553,cu_001664,876092,Belo Horizonte,MG
c_000554,cu_001081,459054,Sao Bernardo do Campo,SP
c_000555,cu_004729,797030,Sao Bernardo do Campo,SP
c_000556,cu_000512,728511,Sao Paulo,SP
c_000557,cu_002849,501254,Vitoria da Conquista,BA
c_000558,cu_005215,396755,Campinas,SP
c_000559,cu_005237,267562,Campinas,SP
c_000560,cu_000559,539641,Nova Iguacu,RJ
c_000561,cu_003672,178522,Feira de Santana,BA
c_000562,cu_004583,383871,Sao Paulo,SP
c_000563,cu_004992,913764,Duque de Caxias,RJ
c_000564,cu_003343,226549,Sao Bernardo do Campo,SP
c_000565,cu_005308,690137,Rio de Janeiro,RJ
c_000566,cu_004070,914380,Uberlandia,MG
c_000567,cu_004799,161170,Belo Horizonte,MG
